p_noshow,p_denial,appointment_value,noshow_loss,denial_loss,total_expected_loss,risk_score,risk_tier
0.4751,0.277,2223.58,1056.36,323.35,1379.71,62.0,MODERATE
0.361,0.277,2223.58,802.81,393.59,1196.4,53.8,LOW
0.4073,0.277,2223.58,905.72,365.08,1270.8,57.2,MODERATE
0.6505,0.277,2223.58,1446.44,215.29,1661.73,74.7,CRITICAL
0.4406,0.277,2223.58,979.72,344.58,1324.3,59.6,MODERATE
0.4761,0.277,2223.58,1058.75,322.69,1381.44,62.1,MODERATE
0.482,0.277,2223.58,1071.66,319.11,1390.77,62.5,MODERATE
0.5815,0.277,2223.58,1293.01,257.79,1550.8,69.7,HIGH
0.4097,0.277,2223.58,911.03,363.61,1274.64,57.3,MODERATE
0.4197,0.277,2223.58,933.28,357.45,1290.72,58.0,MODERATE
0.4748,0.277,2223.58,1055.75,323.52,1379.27,62.0,MODERATE
0.5024,0.277,2223.58,1117.03,306.54,1423.57,64.0,MODERATE
0.3117,0.277,2223.58,693.17,423.96,1117.13,50.2,LOW
0.5903,0.277,2223.58,1312.48,252.4,1564.88,70.4,HIGH
0.5721,0.277,2223.58,1272.1,263.58,1535.68,69.1,HIGH
0.4932,0.277,2223.58,1096.56,312.21,1408.77,63.4,MODERATE
0.3932,0.277,2223.58,874.3,373.78,1248.08,56.1,MODERATE
0.5076,0.277,2223.58,1128.7,303.31,1432.01,64.4,MODERATE
0.5462,0.277,2223.58,1214.41,279.56,1493.98,67.2,HIGH
0.4252,0.277,2223.58,945.49,354.06,1299.55,58.4,MODERATE
0.547,0.277,2223.58,1216.26,279.05,1495.32,67.2,HIGH
0.4749,0.277,2223.58,1055.92,323.47,1379.39,62.0,MODERATE
0.4655,0.277,2223.58,1035.13,329.23,1364.36,61.4,MODERATE
0.5043,0.277,2223.58,1121.37,305.34,1426.71,64.2,MODERATE
0.2389,0.277,2223.58,531.26,468.82,1000.07,45.0,LOW
0.5225,0.277,2223.58,1161.86,294.12,1455.98,65.5,HIGH
0.6576,0.277,2223.58,1462.12,210.94,1673.06,75.2,CRITICAL
0.6206,0.277,2223.58,1379.86,233.73,1613.59,72.6,CRITICAL
0.5325,0.277,2223.58,1183.98,288.0,1471.97,66.2,HIGH
0.5324,0.277,2223.58,1183.9,288.02,1471.91,66.2,HIGH
0.4699,0.277,2223.58,1044.81,326.55,1371.36,61.7,MODERATE
0.4264,0.277,2223.58,948.17,353.32,1301.49,58.5,MODERATE
0.5728,0.277,2223.58,1273.61,263.16,1536.78,69.1,HIGH
0.5757,0.277,2223.58,1280.13,261.36,1541.49,69.3,HIGH
0.5745,0.277,2223.58,1277.54,262.08,1539.62,69.2,HIGH
0.5561,0.277,2223.58,1236.63,273.41,1510.04,67.9,HIGH
0.5906,0.277,2223.58,1313.23,252.19,1565.42,70.4,HIGH
0.6128,0.277,2223.58,1362.72,238.48,1601.2,72.0,CRITICAL
0.5339,0.277,2223.58,1187.16,287.11,1474.27,66.3,HIGH
0.6013,0.277,2223.58,1337.05,245.59,1582.64,71.2,HIGH
0.5041,0.277,2223.58,1120.91,305.47,1426.37,64.1,MODERATE
0.5204,0.277,2223.58,1157.08,295.45,1452.53,65.3,HIGH
0.6283,0.277,2223.58,1397.05,228.97,1626.02,73.1,CRITICAL
0.5426,0.277,2223.58,1206.44,281.77,1488.21,66.9,HIGH
0.5546,0.277,2223.58,1233.25,274.35,1507.6,67.8,HIGH
0.5205,0.277,2223.58,1157.41,295.35,1452.77,65.3,HIGH
0.6218,0.277,2223.58,1382.72,232.94,1615.66,72.7,CRITICAL
0.5718,0.277,2223.58,1271.51,263.75,1535.26,69.0,HIGH
0.5801,0.277,2223.58,1289.97,258.63,1548.6,69.6,HIGH
0.4729,0.277,2223.58,1051.6,324.67,1376.27,61.9,MODERATE
0.6383,0.277,2223.58,1419.29,222.81,1642.09,73.8,CRITICAL
0.3977,0.277,2223.58,884.4,370.99,1255.39,56.5,MODERATE
0.6599,0.277,2223.58,1467.43,209.47,1676.9,75.4,CRITICAL
0.6333,0.277,2223.58,1408.27,225.86,1634.13,73.5,CRITICAL
0.4722,0.277,2223.58,1050.06,325.09,1375.15,61.8,MODERATE
0.4965,0.277,2223.58,1104.03,310.14,1414.17,63.6,MODERATE
0.4014,0.277,2223.58,892.58,368.72,1261.3,56.7,MODERATE
0.4881,0.277,2223.58,1085.27,315.34,1400.61,63.0,MODERATE
0.6323,0.277,2223.58,1405.9,226.52,1632.42,73.4,CRITICAL
0.4808,0.277,2223.58,1069.01,319.85,1388.85,62.5,MODERATE
0.4744,0.277,2223.58,1054.83,323.77,1378.6,62.0,MODERATE
0.4873,0.277,2223.58,1083.56,315.81,1399.37,62.9,MODERATE
0.5221,0.277,2223.58,1160.93,294.38,1455.31,65.4,HIGH
0.3698,0.277,2223.58,822.18,388.22,1210.4,54.4,LOW
0.4936,0.277,2223.58,1097.6,311.92,1409.52,63.4,MODERATE
0.2306,0.277,2223.58,512.85,473.91,986.76,44.4,LOW
0.7287,0.277,2223.58,1620.34,167.11,1787.45,80.4,CRITICAL
0.4916,0.277,2223.58,1093.16,313.15,1406.31,63.2,MODERATE
0.426,0.277,2223.58,947.29,353.56,1300.86,58.5,MODERATE
0.3676,0.277,2223.58,817.34,389.56,1206.9,54.3,LOW
0.503,0.277,2223.58,1118.43,306.16,1424.58,64.1,MODERATE
0.3977,0.277,2223.58,884.28,371.02,1255.3,56.5,MODERATE
0.4882,0.277,2223.58,1085.59,315.25,1400.84,63.0,MODERATE
0.5489,0.277,2223.58,1220.61,277.85,1498.46,67.4,HIGH
0.6053,0.277,2223.58,1345.84,243.16,1589.0,71.5,HIGH
0.4079,0.277,2223.58,906.92,364.75,1271.67,57.2,MODERATE
0.5217,0.277,2223.58,1160.11,294.61,1454.72,65.4,HIGH
0.4656,0.277,2223.58,1035.29,329.18,1364.48,61.4,MODERATE
0.4682,0.277,2223.58,1041.14,327.56,1368.71,61.6,MODERATE
0.2432,0.277,2223.58,540.76,466.18,1006.94,45.3,LOW
0.4016,0.277,2223.58,892.88,368.64,1261.52,56.7,MODERATE
0.6054,0.277,2223.58,1346.18,243.06,1589.24,71.5,HIGH
0.6575,0.277,2223.58,1462.1,210.95,1673.05,75.2,CRITICAL
0.5062,0.277,2223.58,1125.6,304.17,1429.77,64.3,MODERATE
0.6693,0.277,2223.58,1488.29,203.69,1691.98,76.1,CRITICAL
0.5049,0.277,2223.58,1122.77,304.95,1427.72,64.2,MODERATE
0.4395,0.277,2223.58,977.21,345.28,1322.48,59.5,MODERATE
0.4676,0.277,2223.58,1039.75,327.95,1367.7,61.5,MODERATE
0.3987,0.277,2223.58,886.52,370.4,1256.92,56.5,MODERATE
0.4732,0.277,2223.58,1052.22,324.5,1376.72,61.9,MODERATE
0.2281,0.277,2223.58,507.27,475.46,982.73,44.2,LOW
0.4399,0.277,2223.58,978.05,345.04,1323.09,59.5,MODERATE
0.1626,0.277,2223.58,361.45,515.85,877.31,39.5,LOW
0.607,0.277,2223.58,1349.73,242.08,1591.81,71.6,HIGH
0.494,0.277,2223.58,1098.43,311.69,1410.13,63.4,MODERATE
0.5062,0.277,2223.58,1125.62,304.16,1429.78,64.3,MODERATE
0.4352,0.277,2223.58,967.81,347.88,1315.69,59.2,MODERATE
0.4399,0.277,2223.58,978.22,344.99,1323.22,59.5,MODERATE
0.4412,0.277,2223.58,981.06,344.21,1325.27,59.6,MODERATE
0.4562,0.277,2223.58,1014.3,335.0,1349.3,60.7,MODERATE
0.5871,0.277,2223.58,1305.39,254.36,1559.75,70.1,HIGH
0.453,0.277,2223.58,1007.21,336.96,1344.17,60.5,MODERATE
0.4799,0.277,2223.58,1067.15,320.36,1387.51,62.4,MODERATE
0.3784,0.277,2223.58,841.45,382.88,1224.33,55.1,MODERATE
0.3873,0.277,2223.58,861.23,377.4,1238.64,55.7,MODERATE
0.5238,0.277,2223.58,1164.7,293.34,1458.03,65.6,HIGH
0.5637,0.277,2223.58,1253.49,268.74,1522.23,68.5,HIGH
0.4206,0.277,2223.58,935.33,356.88,1292.21,58.1,MODERATE
0.4975,0.277,2223.58,1106.33,309.51,1415.84,63.7,MODERATE
0.5205,0.277,2223.58,1157.35,295.37,1452.72,65.3,HIGH
0.3396,0.277,2223.58,755.07,406.81,1161.88,52.3,LOW
0.5532,0.277,2223.58,1230.08,275.22,1505.3,67.7,HIGH
0.4448,0.277,2223.58,989.01,342.01,1331.02,59.9,MODERATE
0.7322,0.277,2223.58,1628.1,164.96,1793.06,80.6,CRITICAL
0.4614,0.277,2223.58,1026.02,331.75,1357.77,61.1,MODERATE
0.4598,0.277,2223.58,1022.5,332.73,1355.23,60.9,MODERATE
0.5886,0.277,2223.58,1308.78,253.42,1562.2,70.3,HIGH
0.4489,0.277,2223.58,998.17,339.47,1337.64,60.2,MODERATE
0.4632,0.277,2223.58,1029.87,330.69,1360.56,61.2,MODERATE
0.5308,0.277,2223.58,1180.33,289.01,1469.33,66.1,HIGH
0.2924,0.277,2223.58,650.18,435.87,1086.05,48.8,LOW
0.4059,0.277,2223.58,902.47,365.98,1268.45,57.0,MODERATE
0.6704,0.277,2223.58,1490.73,203.02,1693.75,76.2,CRITICAL
0.6267,0.277,2223.58,1393.41,229.98,1623.39,73.0,CRITICAL
0.607,0.277,2223.58,1349.71,242.08,1591.79,71.6,HIGH
0.5633,0.277,2223.58,1252.49,269.01,1521.51,68.4,HIGH
0.3174,0.277,2223.58,705.77,420.47,1126.24,50.6,LOW
0.3284,0.277,2223.58,730.19,413.71,1143.89,51.4,LOW
0.5514,0.277,2223.58,1226.17,276.31,1502.48,67.6,HIGH
0.3148,0.277,2223.58,700.03,422.06,1122.09,50.5,LOW
0.4626,0.277,2223.58,1028.62,331.03,1359.66,61.1,MODERATE
0.549,0.277,2223.58,1220.71,277.82,1498.53,67.4,HIGH
0.4395,0.277,2223.58,977.21,345.28,1322.48,59.5,MODERATE
0.4897,0.277,2223.58,1088.81,314.36,1403.17,63.1,MODERATE
0.596,0.277,2223.58,1325.36,248.83,1574.19,70.8,HIGH
0.476,0.277,2223.58,1058.4,322.78,1381.18,62.1,MODERATE
0.4485,0.277,2223.58,997.25,339.72,1336.98,60.1,MODERATE
0.3009,0.277,2223.58,669.09,430.63,1099.72,49.5,LOW
0.4914,0.277,2223.58,1092.77,313.26,1406.04,63.2,MODERATE
0.5819,0.277,2223.58,1293.82,257.57,1551.39,69.8,HIGH
0.3866,0.277,2223.58,859.58,377.86,1237.44,55.7,MODERATE
0.4214,0.277,2223.58,937.05,356.4,1293.45,58.2,MODERATE
0.5757,0.277,2223.58,1280.1,261.37,1541.47,69.3,HIGH
0.4136,0.277,2223.58,919.65,361.22,1280.87,57.6,MODERATE
0.5982,0.277,2223.58,1330.06,247.53,1577.59,70.9,HIGH
0.3443,0.277,2223.58,765.63,403.89,1169.52,52.6,LOW
0.3839,0.277,2223.58,853.57,379.53,1233.1,55.5,MODERATE
0.6704,0.277,2223.58,1490.66,203.04,1693.69,76.2,CRITICAL
0.3432,0.277,2223.58,763.22,404.56,1167.78,52.5,LOW
0.3955,0.277,2223.58,879.5,372.34,1251.85,56.3,MODERATE
0.3796,0.277,2223.58,843.97,382.19,1226.15,55.1,MODERATE
0.4506,0.277,2223.58,1002.02,338.4,1340.42,60.3,MODERATE
0.4129,0.277,2223.58,918.23,361.61,1279.84,57.6,MODERATE
0.487,0.277,2223.58,1082.91,315.99,1398.9,62.9,MODERATE
0.557,0.277,2223.58,1238.48,272.9,1511.37,68.0,HIGH
0.3434,0.277,2223.58,763.48,404.48,1167.96,52.5,LOW
0.3666,0.277,2223.58,815.22,390.15,1205.37,54.2,LOW
0.3988,0.277,2223.58,886.87,370.3,1257.17,56.5,MODERATE
0.5889,0.277,2223.58,1309.56,253.21,1562.76,70.3,HIGH
0.3942,0.277,2223.58,876.57,373.15,1249.73,56.2,MODERATE
0.466,0.277,2223.58,1036.17,328.94,1365.11,61.4,MODERATE
0.5424,0.277,2223.58,1205.98,281.9,1487.88,66.9,HIGH
0.4591,0.277,2223.58,1020.92,333.17,1354.08,60.9,MODERATE
0.5351,0.277,2223.58,1189.75,286.4,1476.15,66.4,HIGH
0.4213,0.277,2223.58,936.73,356.49,1293.22,58.2,MODERATE
0.4643,0.277,2223.58,1032.46,329.97,1362.43,61.3,MODERATE
0.4353,0.277,2223.58,967.93,347.85,1315.78,59.2,MODERATE
0.3902,0.277,2223.58,867.63,375.63,1243.26,55.9,MODERATE
0.452,0.277,2223.58,1005.08,337.56,1342.63,60.4,MODERATE
0.5343,0.277,2223.58,1188.04,286.87,1474.91,66.3,HIGH
0.6444,0.277,2223.58,1432.79,219.07,1651.86,74.3,CRITICAL
0.3848,0.277,2223.58,855.74,378.93,1234.66,55.5,MODERATE
0.3238,0.277,2223.58,720.02,416.52,1136.54,51.1,LOW
0.6194,0.277,2223.58,1377.39,234.41,1611.81,72.5,CRITICAL
0.3906,0.277,2223.58,868.57,375.37,1243.94,55.9,MODERATE
0.5357,0.277,2223.58,1191.08,286.03,1477.11,66.4,HIGH
0.5317,0.277,2223.58,1182.38,288.44,1470.82,66.1,HIGH
0.5184,0.277,2223.58,1152.72,296.66,1449.37,65.2,HIGH
0.4269,0.277,2223.58,949.33,353.0,1302.33,58.6,MODERATE
0.6202,0.277,2223.58,1379.16,233.93,1613.08,72.5,CRITICAL
0.6244,0.277,2223.58,1388.41,231.36,1619.78,72.8,CRITICAL
0.61,0.277,2223.58,1356.33,240.25,1596.58,71.8,HIGH
0.4442,0.277,2223.58,987.76,342.35,1330.11,59.8,MODERATE
0.5227,0.277,2223.58,1162.26,294.01,1456.27,65.5,HIGH
0.4614,0.277,2223.58,1025.86,331.8,1357.66,61.1,MODERATE
0.6035,0.277,2223.58,1342.02,244.21,1586.23,71.3,HIGH
0.4215,0.277,2223.58,937.35,356.32,1293.67,58.2,MODERATE
0.4511,0.277,2223.58,1003.0,338.13,1341.13,60.3,MODERATE
0.4657,0.277,2223.58,1035.48,329.13,1364.61,61.4,MODERATE
0.4515,0.277,2223.58,1004.03,337.84,1341.88,60.3,MODERATE
0.4795,0.277,2223.58,1066.16,320.63,1386.79,62.4,MODERATE
0.5541,0.277,2223.58,1232.13,274.66,1506.79,67.8,HIGH
0.416,0.277,2223.58,924.92,359.76,1284.68,57.8,MODERATE
0.4236,0.277,2223.58,941.96,355.04,1297.0,58.3,MODERATE
0.3633,0.277,2223.58,807.88,392.18,1200.06,54.0,LOW
0.5391,0.277,2223.58,1198.63,283.94,1482.57,66.7,HIGH
0.3643,0.277,2223.58,809.95,391.61,1201.56,54.0,LOW
0.3969,0.277,2223.58,882.59,371.49,1254.08,56.4,MODERATE
0.4685,0.277,2223.58,1041.74,327.4,1369.14,61.6,MODERATE
0.4691,0.277,2223.58,1042.99,327.05,1370.04,61.6,MODERATE
0.3908,0.277,2223.58,869.08,375.23,1244.31,56.0,MODERATE
0.5117,0.277,2223.58,1137.72,300.81,1438.53,64.7,MODERATE
0.6904,0.277,2223.58,1535.24,190.69,1725.93,77.6,CRITICAL
0.6638,0.277,2223.58,1475.94,207.11,1683.06,75.7,CRITICAL
0.6063,0.277,2223.58,1348.06,242.54,1590.6,71.5,HIGH
0.6025,0.277,2223.58,1339.63,244.88,1584.5,71.3,HIGH
0.3408,0.277,2223.58,757.87,406.04,1163.91,52.3,LOW
0.7326,0.277,2223.58,1628.97,164.72,1793.69,80.7,CRITICAL
0.4424,0.277,2223.58,983.6,343.5,1327.11,59.7,MODERATE
0.4145,0.277,2223.58,921.71,360.65,1282.36,57.7,MODERATE
0.3761,0.277,2223.58,836.22,384.33,1220.55,54.9,LOW
0.581,0.277,2223.58,1291.8,258.13,1549.93,69.7,HIGH
0.4872,0.277,2223.58,1083.37,315.87,1399.23,62.9,MODERATE
0.4344,0.277,2223.58,965.96,348.39,1314.35,59.1,MODERATE
0.7086,0.277,2223.58,1575.73,179.47,1755.2,78.9,CRITICAL
0.5631,0.277,2223.58,1252.04,269.14,1521.18,68.4,HIGH
0.4799,0.277,2223.58,1067.05,320.39,1387.44,62.4,MODERATE
0.5888,0.277,2223.58,1309.19,253.31,1562.5,70.3,HIGH
0.5315,0.277,2223.58,1181.92,288.57,1470.49,66.1,HIGH
0.36,0.277,2223.58,800.45,394.24,1194.69,53.7,LOW
0.5651,0.277,2223.58,1256.51,267.9,1524.41,68.6,HIGH
0.5935,0.277,2223.58,1319.63,250.42,1570.05,70.6,HIGH
0.5034,0.277,2223.58,1119.26,305.92,1425.18,64.1,MODERATE
0.5786,0.277,2223.58,1286.47,259.6,1546.07,69.5,HIGH
0.5208,0.277,2223.58,1158.07,295.17,1453.24,65.4,HIGH
0.4742,0.277,2223.58,1054.51,323.86,1378.37,62.0,MODERATE
0.3792,0.277,2223.58,843.25,382.38,1225.64,55.1,MODERATE
0.6904,0.277,2223.58,1535.23,190.69,1725.92,77.6,CRITICAL
0.5821,0.277,2223.58,1294.34,257.42,1551.76,69.8,HIGH
0.2934,0.277,2223.58,652.34,435.27,1087.62,48.9,LOW
0.409,0.277,2223.58,909.51,364.03,1273.54,57.3,MODERATE
0.5547,0.277,2223.58,1233.44,274.29,1507.73,67.8,HIGH
0.4991,0.277,2223.58,1109.87,308.53,1418.39,63.8,MODERATE
0.5173,0.277,2223.58,1150.2,297.35,1447.55,65.1,HIGH
0.6287,0.277,2223.58,1397.91,228.73,1626.64,73.2,CRITICAL
0.5613,0.277,2223.58,1247.99,270.26,1518.25,68.3,HIGH
0.5699,0.277,2223.58,1267.15,264.95,1532.11,68.9,HIGH
0.367,0.277,2223.58,816.14,389.89,1206.04,54.2,LOW
0.5331,0.277,2223.58,1185.48,287.58,1473.06,66.2,HIGH
0.3642,0.277,2223.58,809.74,391.67,1201.41,54.0,LOW
0.6037,0.277,2223.58,1342.28,244.14,1586.42,71.3,HIGH
0.3798,0.277,2223.58,844.48,382.05,1226.52,55.2,MODERATE
0.282,0.277,2223.58,627.09,442.27,1069.36,48.1,LOW
0.5844,0.277,2223.58,1299.43,256.01,1555.44,70.0,HIGH
0.5031,0.277,2223.58,1118.69,306.08,1424.78,64.1,MODERATE
0.5455,0.277,2223.58,1212.93,279.98,1492.9,67.1,HIGH
0.6488,0.277,2223.58,1442.58,216.36,1658.94,74.6,CRITICAL
0.4317,0.277,2223.58,959.85,350.08,1309.94,58.9,MODERATE
0.52,0.277,2223.58,1156.27,295.67,1451.94,65.3,HIGH
0.6028,0.277,2223.58,1340.28,244.7,1584.98,71.3,HIGH
0.5006,0.277,2223.58,1113.07,307.64,1420.71,63.9,MODERATE
0.5146,0.277,2223.58,1144.36,298.97,1443.33,64.9,MODERATE
0.4659,0.277,2223.58,1036.0,328.99,1364.99,61.4,MODERATE
0.3933,0.277,2223.58,874.64,373.69,1248.33,56.1,MODERATE
0.5287,0.277,2223.58,1175.6,290.32,1465.92,65.9,HIGH
0.407,0.277,2223.58,905.09,365.26,1270.34,57.1,MODERATE
0.4046,0.277,2223.58,899.75,366.73,1266.48,57.0,MODERATE
0.476,0.277,2223.58,1058.36,322.79,1381.15,62.1,MODERATE
0.6218,0.277,2223.58,1382.51,233.0,1615.51,72.7,CRITICAL
0.442,0.277,2223.58,982.77,343.74,1326.5,59.7,MODERATE
0.3766,0.277,2223.58,837.49,383.98,1221.47,54.9,LOW
0.3036,0.277,2223.58,675.12,428.96,1104.08,49.7,LOW
0.6445,0.277,2223.58,1433.15,218.97,1652.12,74.3,CRITICAL
0.4092,0.277,2223.58,909.82,363.94,1273.77,57.3,MODERATE
0.3515,0.277,2223.58,781.6,399.46,1181.07,53.1,LOW
0.4273,0.277,2223.58,950.22,352.75,1302.97,58.6,MODERATE
0.58,0.277,2223.58,1289.59,258.74,1548.33,69.6,HIGH
0.3466,0.277,2223.58,770.78,402.46,1173.24,52.8,LOW
0.7582,0.277,2223.58,1685.87,148.96,1834.83,82.5,CRITICAL
0.484,0.277,2223.58,1076.3,317.83,1394.12,62.7,MODERATE
0.5322,0.277,2223.58,1183.44,288.14,1471.59,66.2,HIGH
0.5487,0.277,2223.58,1220.04,278.0,1498.05,67.4,HIGH
0.3822,0.277,2223.58,849.82,380.56,1230.39,55.3,MODERATE
0.4742,0.277,2223.58,1054.4,323.89,1378.29,62.0,MODERATE
0.5375,0.277,2223.58,1195.12,284.91,1480.03,66.6,HIGH
0.3381,0.277,2223.58,751.72,407.74,1159.46,52.1,LOW
0.5421,0.277,2223.58,1205.37,282.07,1487.44,66.9,HIGH
0.4144,0.277,2223.58,921.45,360.72,1282.17,57.7,MODERATE
0.673,0.277,2223.58,1496.48,201.42,1697.91,76.4,CRITICAL
0.2942,0.277,2223.58,654.09,434.79,1088.88,49.0,LOW
0.4409,0.277,2223.58,980.42,344.38,1324.81,59.6,MODERATE
0.6807,0.277,2223.58,1513.67,196.66,1710.34,76.9,CRITICAL
0.2956,0.277,2223.58,657.2,433.93,1091.12,49.1,LOW
0.4235,0.277,2223.58,941.67,355.12,1296.79,58.3,MODERATE
0.5648,0.277,2223.58,1255.83,268.09,1523.92,68.5,HIGH
0.532,0.277,2223.58,1182.95,288.28,1471.23,66.2,HIGH
0.6162,0.277,2223.58,1370.21,236.41,1606.61,72.3,CRITICAL
0.3874,0.277,2223.58,861.46,377.34,1238.8,55.7,MODERATE
0.4939,0.277,2223.58,1098.31,311.73,1410.04,63.4,MODERATE
0.684,0.277,2223.58,1520.82,194.68,1715.5,77.2,CRITICAL
0.4284,0.277,2223.58,952.62,352.09,1304.71,58.7,MODERATE
0.4479,0.277,2223.58,995.86,340.11,1335.97,60.1,MODERATE
0.4989,0.277,2223.58,1109.4,308.66,1418.06,63.8,MODERATE
0.577,0.277,2223.58,1283.04,260.55,1543.59,69.4,HIGH
0.5788,0.277,2223.58,1286.96,259.47,1546.43,69.5,HIGH
0.657,0.277,2223.58,1460.89,211.28,1672.17,75.2,CRITICAL
0.5752,0.277,2223.58,1278.93,261.69,1540.62,69.3,HIGH
0.4691,0.277,2223.58,1043.14,327.01,1370.15,61.6,MODERATE
0.4793,0.277,2223.58,1065.81,320.73,1386.54,62.4,MODERATE
0.4843,0.277,2223.58,1076.98,317.64,1394.62,62.7,MODERATE
0.6216,0.277,2223.58,1382.13,233.1,1615.23,72.6,CRITICAL
0.4958,0.277,2223.58,1102.51,310.56,1413.07,63.5,MODERATE
0.7232,0.277,2223.58,1608.17,170.48,1778.66,80.0,CRITICAL
0.3923,0.277,2223.58,872.22,374.36,1246.58,56.1,MODERATE
0.4996,0.277,2223.58,1110.97,308.22,1419.19,63.8,MODERATE
0.5651,0.277,2223.58,1256.51,267.9,1524.41,68.6,HIGH
0.4714,0.277,2223.58,1048.19,325.61,1373.8,61.8,MODERATE
0.4084,0.277,2223.58,908.0,364.45,1272.45,57.2,MODERATE
0.439,0.277,2223.58,976.23,345.55,1321.78,59.4,MODERATE
0.4025,0.277,2223.58,895.08,368.03,1263.11,56.8,MODERATE
0.515,0.277,2223.58,1145.2,298.74,1443.94,64.9,MODERATE
0.4498,0.277,2223.58,1000.07,338.94,1339.01,60.2,MODERATE
0.4211,0.277,2223.58,936.4,356.58,1292.98,58.1,MODERATE
0.4941,0.277,2223.58,1098.71,311.62,1410.33,63.4,MODERATE
0.5108,0.277,2223.58,1135.84,301.33,1437.17,64.6,MODERATE
0.4826,0.277,2223.58,1073.18,318.69,1391.87,62.6,MODERATE
0.6061,0.277,2223.58,1347.72,242.64,1590.35,71.5,HIGH
0.4891,0.277,2223.58,1087.46,314.73,1402.19,63.1,MODERATE
0.5534,0.277,2223.58,1230.51,275.11,1505.61,67.7,HIGH
0.5925,0.277,2223.58,1317.49,251.01,1568.5,70.5,HIGH
0.5991,0.277,2223.58,1332.07,246.97,1579.04,71.0,HIGH
0.7037,0.277,2223.58,1564.75,182.51,1747.26,78.6,CRITICAL
0.6148,0.277,2223.58,1367.07,237.28,1604.34,72.2,CRITICAL
0.4056,0.277,2223.58,901.84,366.15,1267.99,57.0,MODERATE
0.3929,0.277,2223.58,873.75,373.94,1247.68,56.1,MODERATE
0.4486,0.277,2223.58,997.53,339.65,1337.18,60.1,MODERATE
0.4693,0.277,2223.58,1043.43,326.93,1370.36,61.6,MODERATE
0.4333,0.277,2223.58,963.42,349.09,1312.52,59.0,MODERATE
0.4822,0.277,2223.58,1072.2,318.96,1391.16,62.6,MODERATE
0.4934,0.277,2223.58,1097.13,312.05,1409.19,63.4,MODERATE
0.5214,0.277,2223.58,1159.28,294.84,1454.12,65.4,HIGH
0.4567,0.277,2223.58,1015.51,334.67,1350.17,60.7,MODERATE
0.5925,0.277,2223.58,1317.56,250.99,1568.55,70.5,HIGH
0.5477,0.277,2223.58,1217.78,278.63,1496.41,67.3,HIGH
0.4496,0.277,2223.58,999.66,339.05,1338.72,60.2,MODERATE
0.463,0.277,2223.58,1029.5,330.79,1360.29,61.2,MODERATE
0.6171,0.277,2223.58,1372.14,235.87,1608.01,72.3,CRITICAL
0.6359,0.277,2223.58,1414.01,224.27,1638.28,73.7,CRITICAL
0.4963,0.277,2223.58,1103.64,310.25,1413.89,63.6,MODERATE
0.3165,0.277,2223.58,703.87,421.0,1124.87,50.6,LOW
0.4665,0.277,2223.58,1037.23,328.65,1365.88,61.4,MODERATE
0.3899,0.277,2223.58,866.88,375.84,1242.72,55.9,MODERATE
0.5884,0.277,2223.58,1308.38,253.53,1561.92,70.2,HIGH
0.5899,0.277,2223.58,1311.61,252.64,1564.25,70.3,HIGH
0.3847,0.277,2223.58,855.39,379.02,1234.41,55.5,MODERATE
0.3681,0.277,2223.58,818.53,389.23,1207.76,54.3,LOW
0.5191,0.277,2223.58,1154.24,296.23,1450.47,65.2,HIGH
0.5054,0.277,2223.58,1123.9,304.64,1428.54,64.2,MODERATE
0.591,0.277,2223.58,1314.15,251.94,1566.08,70.4,HIGH
0.3634,0.277,2223.58,808.1,392.12,1200.23,54.0,LOW
0.4507,0.277,2223.58,1002.25,338.34,1340.59,60.3,MODERATE
0.5453,0.277,2223.58,1212.54,280.08,1492.62,67.1,HIGH
0.5631,0.277,2223.58,1252.15,269.11,1521.26,68.4,HIGH
0.6821,0.277,2223.58,1516.77,195.8,1712.57,77.0,CRITICAL
0.5476,0.277,2223.58,1217.72,278.65,1496.37,67.3,HIGH
0.4958,0.277,2223.58,1102.39,310.6,1412.98,63.5,MODERATE
0.6292,0.277,2223.58,1399.1,228.4,1627.5,73.2,CRITICAL
0.5303,0.277,2223.58,1179.06,289.36,1468.42,66.0,HIGH
0.6196,0.277,2223.58,1377.74,234.32,1612.06,72.5,CRITICAL
0.3728,0.277,2223.58,828.98,386.34,1215.32,54.7,LOW
0.528,0.277,2223.58,1174.05,290.74,1464.8,65.9,HIGH
0.5321,0.277,2223.58,1183.12,288.23,1471.35,66.2,HIGH
0.5721,0.277,2223.58,1272.19,263.56,1535.75,69.1,HIGH
0.4732,0.277,2223.58,1052.11,324.52,1376.64,61.9,MODERATE
0.488,0.277,2223.58,1085.18,315.37,1400.54,63.0,MODERATE
0.5016,0.277,2223.58,1115.39,307.0,1422.39,64.0,MODERATE
0.614,0.277,2223.58,1365.32,237.76,1603.08,72.1,CRITICAL
0.6486,0.277,2223.58,1442.14,216.48,1658.62,74.6,CRITICAL
0.5309,0.277,2223.58,1180.57,288.94,1469.51,66.1,HIGH
0.4672,0.277,2223.58,1038.75,328.23,1366.98,61.5,MODERATE
0.4572,0.277,2223.58,1016.64,334.35,1350.99,60.8,MODERATE
0.5254,0.277,2223.58,1168.26,292.35,1460.61,65.7,HIGH
0.5559,0.277,2223.58,1236.05,273.57,1509.62,67.9,HIGH
0.3991,0.277,2223.58,887.49,370.13,1257.62,56.6,MODERATE
0.5516,0.277,2223.58,1226.57,276.2,1502.77,67.6,HIGH
